,img,prob,label_id,label
97,covid_memes_1145.png,0.18501812,916,web_site
98,covid_memes_1145.png,0.082514405,919,street_sign
99,covid_memes_1145.png,0.07461715,498,cinema
100,covid_memes_2086.png,0.93093336,919,street_sign
101,covid_memes_2086.png,0.012313172,585,hair_spray
102,covid_memes_2086.png,0.005687635,574,golf_ball
103,covid_memes_2086.png,0.0043420577,692,packet
104,covid_memes_2086.png,0.004011806,631,lotion
105,covid_memes_4290.png,0.46088094,454,bookshop
106,covid_memes_4290.png,0.40334037,860,tobacco_shop
107,covid_memes_4290.png,0.066509195,921,book_jacket
108,covid_memes_4290.png,0.021316364,916,web_site
109,covid_memes_4290.png,0.0121310605,624,library
110,covid_memes_1920.png,0.9478818,916,web_site
111,covid_memes_1920.png,0.015837703,917,comic_book
112,covid_memes_1920.png,0.0035392402,740,power_drill
113,covid_memes_1920.png,0.001873159,731,plunger
114,covid_memes_1920.png,0.0012076343,836,sunglass
115,covid_memes_3691.png,0.99357694,480,cash_machine
116,covid_memes_3691.png,0.0020953268,886,vending_machine
117,covid_memes_3691.png,0.0009377469,916,web_site
118,covid_memes_3691.png,0.00040567963,620,laptop
119,covid_memes_3691.png,0.00036722733,407,ambulance
120,covid_memes_2373.png,0.8778228,617,lab_coat
121,covid_memes_2373.png,0.050367914,916,web_site
122,covid_memes_2373.png,0.02955056,457,bow_tie
123,covid_memes_2373.png,0.003400888,755,radio_telescope
124,covid_memes_2373.png,0.002978407,906,Windsor_tie
125,covid_memes_440.png,0.43562177,691,oxygen_mask
126,covid_memes_440.png,0.10665765,801,snorkel
127,covid_memes_440.png,0.07325811,929,ice_lolly
128,covid_memes_440.png,0.053048823,675,moving_van
129,covid_memes_440.png,0.05121122,534,dishwasher
130,covid_memes_1935.png,0.72524595,688,oscilloscope
131,covid_memes_1935.png,0.070262216,916,web_site
132,covid_memes_1935.png,0.049480945,590,hand-held_computer
133,covid_memes_1935.png,0.03129861,549,envelope
134,covid_memes_1935.png,0.015515686,761,remote_control
135,covid_memes_5420.png,0.55006945,836,sunglass
136,covid_memes_5420.png,0.44489643,837,sunglasses
137,covid_memes_5420.png,0.0032222609,916,web_site
138,covid_memes_5420.png,0.00020291453,419,Band_Aid
139,covid_memes_5420.png,0.0001953241,651,microwave
140,covid_memes_2993.png,0.9999585,793,shower_cap
141,covid_memes_2993.png,8.427319e-06,570,gasmask
142,covid_memes_2993.png,3.457532e-06,611,jigsaw_puzzle
143,covid_memes_2993.png,3.0439055e-06,903,wig
144,covid_memes_2993.png,3.0186077e-06,447,binoculars
145,covid_memes_3893.png,0.9999999,793,shower_cap
146,covid_memes_3893.png,5.0276356e-08,403,aircraft_carrier
147,covid_memes_3893.png,1.1637695e-08,589,hand_blower
148,covid_memes_3893.png,6.999255e-09,280,grey_fox
149,covid_memes_3893.png,6.6023613e-09,755,radio_telescope
150,covid_memes_4571.png,0.3636887,575,golfcart
151,covid_memes_4571.png,0.14460233,408,amphibian
152,covid_memes_4571.png,0.06668949,975,lakeside
153,covid_memes_4571.png,0.05314572,807,solar_dish
154,covid_memes_4571.png,0.05011158,675,moving_van
155,covid_memes_5676.png,0.7249785,916,web_site
156,covid_memes_5676.png,0.09855707,917,comic_book
157,covid_memes_5676.png,0.08575854,921,book_jacket
158,covid_memes_5676.png,0.0056217825,357,mink
159,covid_memes_5676.png,0.004361296,781,scoreboard
160,covid_memes_117.png,0.91726255,921,book_jacket
161,covid_memes_117.png,0.02712138,675,moving_van
162,covid_memes_117.png,0.019796835,781,scoreboard
163,covid_memes_117.png,0.012230499,917,comic_book
164,covid_memes_117.png,0.006124427,624,library
165,covid_memes_4698.png,0.9999907,880,unicycle
166,covid_memes_4698.png,2.083879e-06,865,toyshop
167,covid_memes_4698.png,1.6127067e-06,870,tricycle
168,covid_memes_4698.png,1.2755869e-06,733,pole
169,covid_memes_4698.png,4.263543e-07,917,comic_book
170,covid_memes_5687.png,0.5150632,692,packet
171,covid_memes_5687.png,0.27112123,917,comic_book
172,covid_memes_5687.png,0.051770996,509,confectionery
173,covid_memes_5687.png,0.010314053,851,television
174,covid_memes_5687.png,0.010294944,582,grocery_store
175,covid_memes_2012.png,0.09514931,351,hartebeest
176,covid_memes_2012.png,0.030342495,389,barracouta
177,covid_memes_2012.png,0.027359093,394,sturgeon
178,covid_memes_2012.png,0.02557214,395,gar
179,covid_memes_2012.png,0.019956032,160,Afghan_hound
180,covid_memes_3703.png,0.39982104,916,web_site
181,covid_memes_3703.png,0.3003307,760,refrigerator
182,covid_memes_3703.png,0.175815,865,toyshop
183,covid_memes_3703.png,0.007568011,415,bakery
184,covid_memes_3703.png,0.007112947,509,confectionery
185,covid_memes_3781.png,0.5334485,367,chimpanzee
186,covid_memes_3781.png,0.09098523,370,guenon
187,covid_memes_3781.png,0.07750908,371,patas
188,covid_memes_3781.png,0.059137,310,ant
189,covid_memes_3781.png,0.028818678,381,spider_monkey
190,covid_memes_4287.png,0.5354256,851,television
191,covid_memes_4287.png,0.1922854,916,web_site
192,covid_memes_4287.png,0.093525015,126,isopod
193,covid_memes_4287.png,0.074100815,664,monitor
194,covid_memes_4287.png,0.027839677,782,screen
195,covid_memes_362.png,0.2934143,796,ski_mask
196,covid_memes_362.png,0.112845235,917,comic_book
197,covid_memes_362.png,0.0843731,615,knee_pad
198,covid_memes_362.png,0.062013615,921,book_jacket
199,covid_memes_362.png,0.051010862,504,coffee_mug
200,covid_memes_3828.png,0.99993813,643,mask
201,covid_memes_3828.png,5.6986326e-05,796,ski_mask
202,covid_memes_3828.png,3.8239787e-06,570,gasmask
203,covid_memes_3828.png,3.1865923e-07,606,iron
204,covid_memes_3828.png,2.2459126e-07,801,snorkel
205,covid_memes_4492.png,0.90672696,916,web_site
206,covid_memes_4492.png,0.005552389,917,comic_book
207,covid_memes_4492.png,0.0028406375,922,menu
208,covid_memes_4492.png,0.0014231892,458,brass
209,covid_memes_4492.png,0.0013798266,918,crossword_puzzle
210,covid_memes_2730.png,0.77241176,465,bulletproof_vest
211,covid_memes_2730.png,0.0514869,917,comic_book
212,covid_memes_2730.png,0.046897218,921,book_jacket
213,covid_memes_2730.png,0.013230876,461,breastplate
214,covid_memes_2730.png,0.009648032,610,jersey
215,covid_memes_4541.png,0.2091032,643,mask
216,covid_memes_4541.png,0.17463963,279,Arctic_fox
217,covid_memes_4541.png,0.13874997,796,ski_mask
218,covid_memes_4541.png,0.107752346,433,bathing_cap
219,covid_memes_4541.png,0.07553996,181,Bedlington_terrier
220,covid_memes_1159.png,0.95821893,691,oxygen_mask
221,covid_memes_1159.png,0.0045544724,861,toilet_seat
222,covid_memes_1159.png,0.0032720305,606,iron
223,covid_memes_1159.png,0.002480361,550,espresso_maker
224,covid_memes_1159.png,0.0023948676,916,web_site
225,covid_memes_652.png,0.58805496,916,web_site
226,covid_memes_652.png,0.16905741,639,maillot
227,covid_memes_652.png,0.0910189,921,book_jacket
228,covid_memes_652.png,0.021758636,638,maillot
229,covid_memes_652.png,0.01969711,459,brassiere
230,covid_memes_1993.png,0.34065452,916,web_site
231,covid_memes_1993.png,0.29471353,624,library
232,covid_memes_1993.png,0.10884505,481,cassette
233,covid_memes_1993.png,0.038928907,454,bookshop
234,covid_memes_1993.png,0.034266196,917,comic_book
235,covid_memes_4990.png,0.9448781,916,web_site
236,covid_memes_4990.png,0.006716294,624,library
237,covid_memes_4990.png,0.004869691,620,laptop
238,covid_memes_4990.png,0.003478995,851,television
239,covid_memes_4990.png,0.002542478,664,monitor
240,covid_memes_2398.png,0.68513507,606,iron
241,covid_memes_2398.png,0.107458174,899,water_jug
242,covid_memes_2398.png,0.061826028,818,spotlight
243,covid_memes_2398.png,0.035916727,731,plunger
244,covid_memes_2398.png,0.027910993,922,menu
245,covid_memes_858.png,0.78569394,189,Lakeland_terrier
246,covid_memes_858.png,0.19202217,191,Airedale
247,covid_memes_858.png,0.013512334,184,Irish_terrier
248,covid_memes_858.png,0.002649739,185,Norfolk_terrier
249,covid_memes_858.png,0.0019379728,202,soft-coated_wheaten_terrier
250,covid_memes_2869.png,0.75341624,416,balance_beam
251,covid_memes_2869.png,0.07413264,602,horizontal_bar
252,covid_memes_2869.png,0.029451227,916,web_site
253,covid_memes_2869.png,0.027722105,702,parallel_bars
254,covid_memes_2869.png,0.0066764224,126,isopod
255,covid_memes_1592.png,0.865693,921,book_jacket
256,covid_memes_1592.png,0.1209349,917,comic_book
257,covid_memes_1592.png,0.0037317306,916,web_site
258,covid_memes_1592.png,0.0021888844,624,library
259,covid_memes_1592.png,0.001532826,454,bookshop
260,covid_memes_3054.png,0.17041798,427,barrel
261,covid_memes_3054.png,0.12022262,748,purse
262,covid_memes_3054.png,0.0809961,636,mailbag
263,covid_memes_3054.png,0.06478458,844,switch
264,covid_memes_3054.png,0.046004344,635,magnetic_compass
265,covid_memes_546.png,0.9854455,451,bolo_tie
266,covid_memes_546.png,0.012364853,917,comic_book
267,covid_memes_546.png,0.0004278996,906,Windsor_tie
268,covid_memes_546.png,0.00021035448,834,suit
269,covid_memes_546.png,0.0001515537,824,stole
270,covid_memes_4059.png,0.9844487,916,web_site
271,covid_memes_4059.png,0.00095575675,851,television
272,covid_memes_4059.png,0.00065067393,917,comic_book
273,covid_memes_4059.png,0.0005630676,906,Windsor_tie
274,covid_memes_4059.png,0.00051532243,487,cellular_telephone
275,covid_memes_2936.png,0.9999864,283,Persian_cat
276,covid_memes_2936.png,4.661631e-06,152,Japanese_spaniel
277,covid_memes_2936.png,1.9447436e-06,262,Brabancon_griffon
278,covid_memes_2936.png,8.29421e-07,154,Pekinese
279,covid_memes_2936.png,7.01815e-07,775,sarong
280,covid_memes_496.png,0.9882808,698,palace
281,covid_memes_496.png,0.0067366166,442,bell_cote
282,covid_memes_496.png,0.0037354403,668,mosque
283,covid_memes_496.png,0.0009131185,855,thimble
284,covid_memes_496.png,8.610883e-05,576,gondola
285,covid_memes_5658.png,0.89403164,613,joystick
286,covid_memes_5658.png,0.08815617,692,packet
287,covid_memes_5658.png,0.0050676162,478,carton
288,covid_memes_5658.png,0.0039518946,844,switch
289,covid_memes_5658.png,0.0030851532,451,bolo_tie
290,covid_memes_580.png,0.7970838,836,sunglass
291,covid_memes_580.png,0.19636536,837,sunglasses
292,covid_memes_580.png,0.005752063,916,web_site
293,covid_memes_580.png,0.000100060155,465,bulletproof_vest
294,covid_memes_580.png,3.426175e-05,395,gar
295,covid_memes_4981.png,0.21494837,624,library
296,covid_memes_4981.png,0.1406965,793,shower_cap
297,covid_memes_4981.png,0.112357974,415,bakery
298,covid_memes_4981.png,0.10423677,921,book_jacket
299,covid_memes_4981.png,0.06469283,916,web_site
300,covid_memes_173.png,0.8980003,916,web_site
301,covid_memes_173.png,0.036000773,865,toyshop
302,covid_memes_173.png,0.016239498,676,muzzle
303,covid_memes_173.png,0.004280389,424,barbershop
304,covid_memes_173.png,0.0040981174,518,crash_helmet
305,covid_memes_3436.png,0.5116787,424,barbershop
306,covid_memes_3436.png,0.093043,465,bulletproof_vest
307,covid_memes_3436.png,0.027438082,743,prison
308,covid_memes_3436.png,0.026327271,642,marimba
309,covid_memes_3436.png,0.02356498,731,plunger
310,covid_memes_3723.png,0.44248298,982,groom
311,covid_memes_3723.png,0.34868848,439,bearskin
312,covid_memes_3723.png,0.049962826,614,kimono
313,covid_memes_3723.png,0.038474083,585,hair_spray
314,covid_memes_3723.png,0.012801416,608,jean
315,covid_memes_261.png,0.87584907,739,potter's_wheel
316,covid_memes_261.png,0.018046953,680,nipple
317,covid_memes_261.png,0.009105379,876,tub
318,covid_memes_261.png,0.00841641,570,gasmask
319,covid_memes_261.png,0.00641269,969,eggnog
320,covid_memes_1523.png,0.94635737,916,web_site
321,covid_memes_1523.png,0.008748627,917,comic_book
322,covid_memes_1523.png,0.004670375,922,menu
323,covid_memes_1523.png,0.0044635213,491,chain_saw
324,covid_memes_1523.png,0.0008111829,118,Dungeness_crab
325,covid_memes_1093.png,0.502092,843,swing
326,covid_memes_1093.png,0.1040272,929,ice_lolly
327,covid_memes_1093.png,0.052684367,419,Band_Aid
328,covid_memes_1093.png,0.042588815,641,maraca
329,covid_memes_1093.png,0.036220193,870,tricycle
330,covid_memes_1815.png,0.26752028,916,web_site
331,covid_memes_1815.png,0.17995661,836,sunglass
332,covid_memes_1815.png,0.07250768,824,stole
333,covid_memes_1815.png,0.04855845,837,sunglasses
334,covid_memes_1815.png,0.035551272,445,bikini
335,covid_memes_4408.png,0.52210814,916,web_site
336,covid_memes_4408.png,0.2465989,917,comic_book
337,covid_memes_4408.png,0.14954883,921,book_jacket
338,covid_memes_4408.png,0.004986166,890,volleyball
339,covid_memes_4408.png,0.0045128795,862,torch
340,covid_memes_169.png,0.78094155,487,cellular_telephone
341,covid_memes_169.png,0.074703924,430,basketball
342,covid_memes_169.png,0.018582698,610,jersey
343,covid_memes_169.png,0.016949343,612,jinrikisha
344,covid_memes_169.png,0.015440973,678,neck_brace
345,covid_memes_1509.png,0.9773152,916,web_site
346,covid_memes_1509.png,0.0041947,793,shower_cap
347,covid_memes_1509.png,0.0036705614,664,monitor
348,covid_memes_1509.png,0.0024570578,782,screen
349,covid_memes_1509.png,0.0023774488,624,library
350,covid_memes_5427.png,0.49487218,917,comic_book
351,covid_memes_5427.png,0.38569182,916,web_site
352,covid_memes_5427.png,0.036273133,611,jigsaw_puzzle
353,covid_memes_5427.png,0.0038379005,624,library
354,covid_memes_5427.png,0.0027015624,921,book_jacket
355,covid_memes_3504.png,0.34404576,475,car_mirror
356,covid_memes_3504.png,0.13851333,423,barber_chair
357,covid_memes_3504.png,0.06838028,785,seat_belt
358,covid_memes_3504.png,0.048400886,468,cab
359,covid_memes_3504.png,0.036050096,654,minibus
360,covid_memes_2718.png,0.5076516,916,web_site
361,covid_memes_2718.png,0.36232924,620,laptop
362,covid_memes_2718.png,0.08990895,681,notebook
363,covid_memes_2718.png,0.0075281695,921,book_jacket
364,covid_memes_2718.png,0.0060558133,782,screen
365,covid_memes_5680.png,0.41992685,834,suit
366,covid_memes_5680.png,0.2276554,919,street_sign
367,covid_memes_5680.png,0.142443,906,Windsor_tie
368,covid_memes_5680.png,0.09105386,921,book_jacket
369,covid_memes_5680.png,0.045338176,917,comic_book
370,covid_memes_4977.png,0.978513,564,four-poster
371,covid_memes_4977.png,0.0044803284,916,web_site
372,covid_memes_4977.png,0.0021170639,660,mobile_home
373,covid_memes_4977.png,0.0012960149,540,drilling_platform
374,covid_memes_4977.png,0.0010304593,683,oboe
375,covid_memes_4044.png,0.15628707,903,wig
376,covid_memes_4044.png,0.099764794,126,isopod
377,covid_memes_4044.png,0.08604069,643,mask
378,covid_memes_4044.png,0.081089795,457,bow_tie
379,covid_memes_4044.png,0.08096858,837,sunglasses
380,covid_memes_282.png,0.95981586,916,web_site
381,covid_memes_282.png,0.012119325,800,slot
382,covid_memes_282.png,0.0052681486,922,menu
383,covid_memes_282.png,0.0027955298,208,Labrador_retriever
384,covid_memes_282.png,0.0014109549,211,vizsla
385,covid_memes_4623.png,0.9527701,445,bikini
386,covid_memes_4623.png,0.022215063,842,swimming_trunks
387,covid_memes_4623.png,0.014668619,693,paddle
388,covid_memes_4623.png,0.005146146,472,canoe
389,covid_memes_4623.png,0.0023153196,433,bathing_cap
390,covid_memes_2168.png,0.9996687,916,web_site
391,covid_memes_2168.png,3.7926355e-05,917,comic_book
392,covid_memes_2168.png,3.5664885e-05,982,groom
393,covid_memes_2168.png,3.0692645e-05,458,brass
394,covid_memes_2168.png,1.270736e-05,457,bow_tie
395,covid_memes_519.png,0.9967558,575,golfcart
396,covid_memes_519.png,0.0013884592,609,jeep
397,covid_memes_519.png,0.000880728,654,minibus
398,covid_memes_519.png,0.00039749194,627,limousine
399,covid_memes_519.png,0.00029476,561,forklift
400,covid_memes_4614.png,0.5793122,922,menu
401,covid_memes_4614.png,0.3411042,916,web_site
402,covid_memes_4614.png,0.018822199,917,comic_book
403,covid_memes_4614.png,0.011528851,678,neck_brace
404,covid_memes_4614.png,0.006546793,498,cinema
405,covid_memes_3104.png,0.36934024,450,bobsled
406,covid_memes_3104.png,0.09498604,428,barrow
407,covid_memes_3104.png,0.040206928,703,park_bench
408,covid_memes_3104.png,0.035260845,391,coho
409,covid_memes_3104.png,0.034984693,797,sleeping_bag
410,covid_memes_3019.png,0.99975425,916,web_site
411,covid_memes_3019.png,1.7914794e-05,917,comic_book
412,covid_memes_3019.png,1.278007e-05,978,seashore
413,covid_memes_3019.png,8.950911e-06,760,refrigerator
414,covid_memes_3019.png,5.056561e-06,525,dam
415,covid_memes_5508.png,0.53962463,459,brassiere
416,covid_memes_5508.png,0.44045106,529,diaper
417,covid_memes_5508.png,0.0043173013,692,packet
418,covid_memes_5508.png,0.0023277747,638,maillot
419,covid_memes_5508.png,0.0021415139,747,punching_bag
420,covid_memes_4924.png,0.4093113,909,wok
421,covid_memes_4924.png,0.099302806,567,frying_pan
422,covid_memes_4924.png,0.057973348,807,solar_dish
423,covid_memes_4924.png,0.056569163,916,web_site
424,covid_memes_4924.png,0.03163015,540,drilling_platform
425,covid_memes_5444.png,0.69375396,906,Windsor_tie
426,covid_memes_5444.png,0.15574498,834,suit
427,covid_memes_5444.png,0.113301374,982,groom
428,covid_memes_5444.png,0.008776071,903,wig
429,covid_memes_5444.png,0.0040760417,457,bow_tie
430,covid_memes_2004.png,0.48963192,602,horizontal_bar
431,covid_memes_2004.png,0.12802874,722,ping-pong_ball
432,covid_memes_2004.png,0.097817086,416,balance_beam
433,covid_memes_2004.png,0.06264342,865,toyshop
434,covid_memes_2004.png,0.0458691,456,bow
435,covid_memes_2493.png,0.83673066,906,Windsor_tie
436,covid_memes_2493.png,0.10733691,834,suit
437,covid_memes_2493.png,0.050286733,400,academic_gown
438,covid_memes_2493.png,0.0026268603,982,groom
439,covid_memes_2493.png,0.0010431524,630,Loafer
440,covid_memes_4525.png,0.24921606,916,web_site
441,covid_memes_4525.png,0.24098293,740,power_drill
442,covid_memes_4525.png,0.09221109,422,barbell
443,covid_memes_4525.png,0.06179146,731,plunger
444,covid_memes_4525.png,0.051618703,543,dumbbell
445,covid_memes_2637.png,0.8813498,624,library
446,covid_memes_2637.png,0.100380726,526,desk
447,covid_memes_2637.png,0.010852662,916,web_site
448,covid_memes_2637.png,0.0016930696,917,comic_book
449,covid_memes_2637.png,0.0006729586,742,printer
450,covid_memes_1934.png,0.9071,916,web_site
451,covid_memes_1934.png,0.010830211,917,comic_book
452,covid_memes_1934.png,0.0072153704,764,rifle
453,covid_memes_1934.png,0.0034420653,458,brass
454,covid_memes_1934.png,0.002565368,763,revolver
455,covid_memes_3318.png,0.99337125,610,jersey
456,covid_memes_3318.png,0.0038683442,430,basketball
457,covid_memes_3318.png,0.0016300144,805,soccer_ball
458,covid_memes_3318.png,0.00025906332,638,maillot
459,covid_memes_3318.png,0.00010008586,793,shower_cap
460,covid_memes_4055.png,0.29203007,722,ping-pong_ball
461,covid_memes_4055.png,0.19433722,791,shopping_cart
462,covid_memes_4055.png,0.16181044,822,steel_drum
463,covid_memes_4055.png,0.06937979,435,bathtub
464,covid_memes_4055.png,0.042645685,917,comic_book
465,covid_memes_630.png,0.8930807,743,prison
466,covid_memes_630.png,0.08044444,560,football_helmet
467,covid_memes_630.png,0.0077732475,605,iPod
468,covid_memes_630.png,0.0052705784,487,cellular_telephone
469,covid_memes_630.png,0.003305639,916,web_site
470,covid_memes_574.png,0.5871367,843,swing
471,covid_memes_574.png,0.2309607,671,mountain_bike
472,covid_memes_574.png,0.048061185,164,bluetick
473,covid_memes_574.png,0.040936533,249,malamute
474,covid_memes_574.png,0.008352646,248,Eskimo_dog
475,covid_memes_374.png,0.696484,573,go-kart
476,covid_memes_374.png,0.10463917,518,crash_helmet
477,covid_memes_374.png,0.06230413,751,racer
478,covid_memes_374.png,0.025976125,802,snowmobile
479,covid_memes_374.png,0.0064357445,621,lawn_mower
480,covid_memes_1382.png,0.4960482,522,croquet_ball
481,covid_memes_1382.png,0.044000443,981,ballplayer
482,covid_memes_1382.png,0.032277655,781,scoreboard
483,covid_memes_1382.png,0.03186886,916,web_site
484,covid_memes_1382.png,0.019956075,602,horizontal_bar
485,covid_memes_1511.png,0.80925477,356,weasel
486,covid_memes_1511.png,0.16014606,359,black-footed_ferret
487,covid_memes_1511.png,0.01874846,358,polecat
488,covid_memes_1511.png,0.010421335,360,otter
489,covid_memes_1511.png,0.00075492973,357,mink
490,covid_memes_4338.png,0.7780074,716,picket_fence
491,covid_memes_4338.png,0.10646018,631,lotion
492,covid_memes_4338.png,0.015445897,761,remote_control
493,covid_memes_4338.png,0.013096993,838,sunscreen
494,covid_memes_4338.png,0.01211978,918,crossword_puzzle
495,covid_memes_2527.png,0.96663505,457,bow_tie
496,covid_memes_2527.png,0.008030731,906,Windsor_tie
497,covid_memes_2527.png,0.005015702,691,oxygen_mask
498,covid_memes_2527.png,0.004545206,424,barbershop
499,covid_memes_2527.png,0.004020575,585,hair_spray
500,covid_memes_1763.png,0.24767797,903,wig
501,covid_memes_1763.png,0.18912034,501,cloak
502,covid_memes_1763.png,0.16670993,583,guillotine
503,covid_memes_1763.png,0.06305301,824,stole
504,covid_memes_1763.png,0.04054238,869,trench_coat
505,covid_memes_3899.png,0.9620007,377,marmoset
506,covid_memes_3899.png,0.016251352,378,capuchin
507,covid_memes_3899.png,0.010409467,380,titi
508,covid_memes_3899.png,0.0022687924,921,book_jacket
509,covid_memes_3899.png,0.002211981,373,macaque
510,covid_memes_2757.png,0.2521987,332,Angora
511,covid_memes_2757.png,0.20000565,258,Samoyed
512,covid_memes_2757.png,0.11268165,283,Persian_cat
513,covid_memes_2757.png,0.055951152,341,hog
514,covid_memes_2757.png,0.044285767,222,kuvasz
515,covid_memes_1042.png,0.9981558,916,web_site
516,covid_memes_1042.png,0.00028677072,627,limousine
517,covid_memes_1042.png,0.00021081459,480,cash_machine
518,covid_memes_1042.png,0.00019446967,624,library
519,covid_memes_1042.png,7.8748846e-05,458,brass
520,covid_memes_3834.png,0.3845109,701,parachute
521,covid_memes_3834.png,0.21917005,902,whistle
522,covid_memes_3834.png,0.09725862,584,hair_slide
523,covid_memes_3834.png,0.07847954,473,can_opener
524,covid_memes_3834.png,0.03150413,916,web_site
525,covid_memes_1465.png,0.98276746,916,web_site
526,covid_memes_1465.png,0.0017553053,917,comic_book
527,covid_memes_1465.png,0.0006353188,921,book_jacket
528,covid_memes_1465.png,0.0004375741,624,library
529,covid_memes_1465.png,0.0004062672,465,bulletproof_vest
530,covid_memes_4688.png,0.83844995,650,microphone
531,covid_memes_4688.png,0.10236059,593,harmonica
